country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($),Id
Cuba,2012,94,1906959,4.93,772,73.141.000.000,6791,6878
Cuba,2012,25,746677,3.35,772,73.141.000.000,6791,6879
Cuba,2012,16,696377,2.3,772,73.141.000.000,6791,6880
Cuba,2012,6,672968,0.89,772,73.141.000.000,6791,6881
Cuba,2012,2,634193,0.32,772,73.141.000.000,6791,6882
Cuba,2013,216,293384,73.62,768,77.148.000.000,7148,6883
Cuba,2013,401,1014211,39.54,768,77.148.000.000,7148,6884
Cuba,2013,436,1911139,22.81,768,77.148.000.000,7148,6885
Cuba,2013,49,376280,13.02,768,77.148.000.000,7148,6886
Cuba,2013,96,738010,13.01,768,77.148.000.000,7148,6887
Cuba,2013,111,1052791,10.54,768,77.148.000.000,7148,6888
Cuba,2013,47,778739,6.04,768,77.148.000.000,7148,6889
Cuba,2013,94,1903641,4.94,768,77.148.000.000,7148,6890
Cuba,2013,20,714544,2.8,768,77.148.000.000,7148,6891
Cuba,2013,20,729372,2.74,768,77.148.000.000,7148,6892
Cuba,2013,5,659106,0.76,768,77.148.000.000,7148,6893
Cuba,2013,4,621473,0.64,768,77.148.000.000,7148,6894
Cuba,2014,221,303110,72.91,769,80.656.100.000,7459,6895
Cuba,2014,348,1034381,33.64,769,80.656.100.000,7459,6896
Cuba,2014,409,1899900,21.53,769,80.656.100.000,7459,6897
Cuba,2014,51,388520,13.13,769,80.656.100.000,7459,6898
Cuba,2014,97,758006,12.8,769,80.656.100.000,7459,6899
Cuba,2014,116,1074729,10.79,769,80.656.100.000,7459,6900
Cuba,2014,62,761440,8.14,769,80.656.100.000,7459,6901
Cuba,2014,107,1891607,5.66,769,80.656.100.000,7459,6902
Cuba,2014,19,711945,2.67,769,80.656.100.000,7459,6903
Cuba,2014,12,732841,1.64,769,80.656.100.000,7459,6904
Cuba,2014,9,646878,1.39,769,80.656.100.000,7459,6905
Cuba,2014,2,610054,0.33,769,80.656.100.000,7459,6906
Cuba,2015,257,312547,82.23,,87.132.800.000,8044,6907
Cuba,2015,394,1064263,37.02,,87.132.800.000,8044,6908
Cuba,2015,418,1879569,22.24,,87.132.800.000,8044,6909
Cuba,2015,56,400826,13.97,,87.132.800.000,8044,6910
Cuba,2015,82,773518,10.6,,87.132.800.000,8044,6911
Cuba,2015,104,1106391,9.4,,87.132.800.000,8044,6912
Cuba,2015,56,745157,7.52,,87.132.800.000,8044,6913
Cuba,2015,102,1870168,5.45,,87.132.800.000,8044,6914
Cuba,2015,21,746139,2.81,,87.132.800.000,8044,6915
Cuba,2015,17,696005,2.44,,87.132.800.000,8044,6916
Cuba,2015,4,636828,0.63,,87.132.800.000,8044,6917
Cuba,2015,0,600657,0,,87.132.800.000,8044,6918
Cyprus,1999,1,63504,1.57,,10.614.455.232,12389,6919
Cyprus,1999,0,73855,0,,10.614.455.232,12389,6920
Cyprus,1999,0,70201,0,,10.614.455.232,12389,6921
Cyprus,1999,0,119889,0,,10.614.455.232,12389,6922
Cyprus,1999,0,69281,0,,10.614.455.232,12389,6923
Cyprus,1999,0,69881,0,,10.614.455.232,12389,6924
Cyprus,1999,0,22730,0,,10.614.455.232,12389,6925
Cyprus,1999,0,81348,0,,10.614.455.232,12389,6926
Cyprus,1999,0,72963,0,,10.614.455.232,12389,6927
Cyprus,1999,0,122486,0,,10.614.455.232,12389,6928
Cyprus,1999,0,73496,0,,10.614.455.232,12389,6929
Cyprus,1999,0,17099,0,,10.614.455.232,12389,6930
Cyprus,2000,5,73992,6.76,0.8,10.183.317.625,11635,6931
Cyprus,2000,2,125288,1.6,0.8,10.183.317.625,11635,6932
Cyprus,2000,0,75880,0,0.8,10.183.317.625,11635,6933
Cyprus,2000,0,71455,0,0.8,10.183.317.625,11635,6934
Cyprus,2000,0,122632,0,0.8,10.183.317.625,11635,6935
Cyprus,2000,0,69500,0,0.8,10.183.317.625,11635,6936
Cyprus,2000,0,72098,0,0.8,10.183.317.625,11635,6937
Cyprus,2000,0,23228,0,0.8,10.183.317.625,11635,6938
Cyprus,2000,0,84119,0,0.8,10.183.317.625,11635,6939
Cyprus,2000,0,73737,0,0.8,10.183.317.625,11635,6940
Cyprus,2000,0,66009,0,0.8,10.183.317.625,11635,6941
Cyprus,2000,0,17291,0,0.8,10.183.317.625,11635,6942
Cyprus,2004,2,60428,3.31,,17.422.375.000,25227,6943
Cyprus,2004,3,98485,3.05,,17.422.375.000,25227,6944
Cyprus,2004,1,54147,1.85,,17.422.375.000,25227,6945
Cyprus,2004,1,104038,0.96,,17.422.375.000,25227,6946
Cyprus,2004,0,56410,0,,17.422.375.000,25227,6947
Cyprus,2004,0,50624,0,,17.422.375.000,25227,6948
Cyprus,2004,0,65412,0,,17.422.375.000,25227,6949
Cyprus,2004,0,22299,0,,17.422.375.000,25227,6950
Cyprus,2004,0,59250,0,,17.422.375.000,25227,6951
Cyprus,2004,0,49934,0,,17.422.375.000,25227,6952
Cyprus,2004,0,53202,0,,17.422.375.000,25227,6953
Cyprus,2004,0,16387,0,,17.422.375.000,25227,6954
Cyprus,2005,4,62661,6.38,0.83,18.703.146.375,26671,6955
Cyprus,2005,3,67452,4.45,0.83,18.703.146.375,26671,6956
Cyprus,2005,4,99191,4.03,0.83,18.703.146.375,26671,6957
Cyprus,2005,2,51837,3.86,0.83,18.703.146.375,26671,6958
Cyprus,2005,2,60126,3.33,0.83,18.703.146.375,26671,6959
Cyprus,2005,1,57341,1.74,0.83,18.703.146.375,26671,6960
Cyprus,2005,1,105435,0.95,0.83,18.703.146.375,26671,6961
Cyprus,2005,0,55734,0,0.83,18.703.146.375,26671,6962
Cyprus,2005,0,49682,0,0.83,18.703.146.375,26671,6963
Cyprus,2005,0,22842,0,0.83,18.703.146.375,26671,6964
Cyprus,2005,0,52329,0,0.83,18.703.146.375,26671,6965
Cyprus,2005,0,16633,0,0.83,18.703.146.375,26671,6966
Cyprus,2006,5,64866,7.71,,20.403.713.461,28600,6967
Cyprus,2006,4,53856,7.43,,20.403.713.461,28600,6968
Cyprus,2006,3,69357,4.33,,20.403.713.461,28600,6969
Cyprus,2006,3,107098,2.8,,20.403.713.461,28600,6970
Cyprus,2006,2,100123,2,,20.403.713.461,28600,6971
Cyprus,2006,1,57514,1.74,,20.403.713.461,28600,6972
Cyprus,2006,1,61353,1.63,,20.403.713.461,28600,6973
Cyprus,2006,0,58243,0,,20.403.713.461,28600,6974
Cyprus,2006,0,48947,0,,20.403.713.461,28600,6975
Cyprus,2006,0,23595,0,,20.403.713.461,28600,6976
Cyprus,2006,0,51269,0,,20.403.713.461,28600,6977
Cyprus,2006,0,17205,0,,20.403.713.461,28600,6978
Cyprus,2007,2,17897,11.18,,24.077.470.572,33048,6979
Cyprus,2007,4,55768,7.17,,24.077.470.572,33048,6980
Cyprus,2007,3,63227,4.74,,24.077.470.572,33048,6981
Cyprus,2007,3,67267,4.46,,24.077.470.572,33048,6982
Cyprus,2007,2,59428,3.37,,24.077.470.572,33048,6983
Cyprus,2007,3,101951,2.94,,24.077.470.572,33048,6984
Cyprus,2007,1,71415,1.4,,24.077.470.572,33048,6985
Cyprus,2007,1,109618,0.91,,24.077.470.572,33048,6986
Cyprus,2007,0,60276,0,,24.077.470.572,33048,6987
Cyprus,2007,0,47379,0,,24.077.470.572,33048,6988
Cyprus,2007,0,24362,0,,24.077.470.572,33048,6989
Cyprus,2007,0,49978,0,,24.077.470.572,33048,6990
Cyprus,2008,16,104052,15.38,,27.839.460.964,37267,6991
Cyprus,2008,7,58499,11.97,,27.839.460.964,37267,6992
Cyprus,2008,2,18436,10.85,,27.839.460.964,37267,6993
Cyprus,2008,3,62348,4.81,,27.839.460.964,37267,6994
Cyprus,2008,3,64765,4.63,,27.839.460.964,37267,6995
Cyprus,2008,5,112837,4.43,,27.839.460.964,37267,6996
Cyprus,2008,3,69949,4.29,,27.839.460.964,37267,6997
Cyprus,2008,2,73788,2.71,,27.839.460.964,37267,6998
Cyprus,2008,0,61894,0,,27.839.460.964,37267,6999
Cyprus,2008,0,46407,0,,27.839.460.964,37267,7000
Cyprus,2008,0,25015,0,,27.839.460.964,37267,7001
Cyprus,2008,0,49044,0,,27.839.460.964,37267,7002
Cyprus,2009,3,19014,15.78,,25.942.622.951,33816,7003
Cyprus,2009,6,61663,9.73,,25.942.622.951,33816,7004
Cyprus,2009,5,66107,7.56,,25.942.622.951,33816,7005
Cyprus,2009,7,105858,6.61,,25.942.622.951,33816,7006
Cyprus,2009,4,72713,5.5,,25.942.622.951,33816,7007
Cyprus,2009,1,25758,3.88,,25.942.622.951,33816,7008
Cyprus,2009,4,116224,3.44,,25.942.622.951,33816,7009
Cyprus,2009,2,66001,3.03,,25.942.622.951,33816,7010
Cyprus,2009,0,63385,0,,25.942.622.951,33816,7011
Cyprus,2009,0,45750,0,,25.942.622.951,33816,7012
Cyprus,2009,0,76382,0,,25.942.622.951,33816,7013
Cyprus,2009,0,48319,0,,25.942.622.951,33816,7014
Cyprus,2010,3,19667,15.25,848,25.562.251.656,32477,7015
Cyprus,2010,7,65092,10.75,848,25.562.251.656,32477,7016
Cyprus,2010,7,75567,9.26,848,25.562.251.656,32477,7017
Cyprus,2010,9,107241,8.39,848,25.562.251.656,32477,7018
Cyprus,2010,4,67097,5.96,848,25.562.251.656,32477,7019
Cyprus,2010,3,64577,4.65,848,25.562.251.656,32477,7020
Cyprus,2010,4,119200,3.36,848,25.562.251.656,32477,7021
Cyprus,2010,1,79168,1.26,848,25.562.251.656,32477,7022
Cyprus,2010,0,69866,0,848,25.562.251.656,32477,7023
Cyprus,2010,0,45354,0,848,25.562.251.656,32477,7024
Cyprus,2010,0,26570,0,848,25.562.251.656,32477,7025
Cyprus,2010,0,47682,0,848,25.562.251.656,32477,7026
Cyprus,2011,12,108755,11.03,852,27.427.161.523,34249,7027
Cyprus,2011,8,77047,10.38,852,27.427.161.523,34249,7028
Cyprus,2011,2,19308,10.36,852,27.427.161.523,34249,7029
Cyprus,2011,3,67311,4.46,852,27.427.161.523,34249,7030
Cyprus,2011,1,25937,3.86,852,27.427.161.523,34249,7031
Cyprus,2011,3,122543,2.45,852,27.427.161.523,34249,7032
Cyprus,2011,1,80672,1.24,852,27.427.161.523,34249,7033
Cyprus,2011,0,64690,0,852,27.427.161.523,34249,7034
Cyprus,2011,0,73838,0,852,27.427.161.523,34249,7035
Cyprus,2011,0,44757,0,852,27.427.161.523,34249,7036
Cyprus,2011,0,68773,0,852,27.427.161.523,34249,7037
Cyprus,2011,0,47189,0,852,27.427.161.523,34249,7038
Cyprus,2012,9,70596,12.75,852,25.041.372.222,30752,7039
Cyprus,2012,14,110616,12.66,852,25.041.372.222,30752,7040
Cyprus,2012,6,66014,9.09,852,25.041.372.222,30752,7041
Cyprus,2012,5,79804,6.27,852,25.041.372.222,30752,7042
Cyprus,2012,1,75365,1.33,852,25.041.372.222,30752,7043
Cyprus,2012,1,125423,0.8,852,25.041.372.222,30752,7044
Cyprus,2012,0,63355,0,852,25.041.372.222,30752,7045
Cyprus,2012,0,44613,0,852,25.041.372.222,30752,7046
Cyprus,2012,0,83946,0,852,25.041.372.222,30752,7047
Cyprus,2012,0,27031,0,852,25.041.372.222,30752,7048
Cyprus,2012,0,47222,0,852,25.041.372.222,30752,7049
Cyprus,2012,0,20320,0,852,25.041.372.222,30752,7050
Cyprus,2013,3,21349,14.05,0.85,24.084.572.491,29624,7051
Cyprus,2013,8,62893,12.72,0.85,24.084.572.491,29624,7052
Cyprus,2013,10,81903,12.21,0.85,24.084.572.491,29624,7053
Cyprus,2013,8,70521,11.34,0.85,24.084.572.491,29624,7054
Cyprus,2013,11,110593,9.95,0.85,24.084.572.491,29624,7055
Cyprus,2013,4,125846,3.18,0.85,24.084.572.491,29624,7056
Cyprus,2013,1,86452,1.16,0.85,24.084.572.491,29624,7057
Cyprus,2013,0,59969,0,0.85,24.084.572.491,29624,7058
Cyprus,2013,0,73849,0,0.85,24.084.572.491,29624,7059
Cyprus,2013,0,44407,0,0.85,24.084.572.491,29624,7060
Cyprus,2013,0,28320,0,0.85,24.084.572.491,29624,7061
Cyprus,2013,0,46914,0,0.85,24.084.572.491,29624,7062
Cyprus,2014,13,107823,12.06,0.85,23.359.294.149,29024,7063
Cyprus,2014,8,68555,11.67,0.85,23.359.294.149,29024,7064
Cyprus,2014,7,82766,8.46,0.85,23.359.294.149,29024,7065
Cyprus,2014,5,87152,5.74,0.85,23.359.294.149,29024,7066
Cyprus,2014,4,72330,5.53,0.85,23.359.294.149,29024,7067
Cyprus,2014,3,59114,5.07,0.85,23.359.294.149,29024,7068
Cyprus,2014,1,22372,4.47,0.85,23.359.294.149,29024,7069
Cyprus,2014,2,60975,3.28,0.85,23.359.294.149,29024,7070
Cyprus,2014,1,122485,0.82,0.85,23.359.294.149,29024,7071
Cyprus,2014,0,44760,0,0.85,23.359.294.149,29024,7072
Cyprus,2014,0,29382,0,0.85,23.359.294.149,29024,7073
Cyprus,2014,0,47104,0,0.85,23.359.294.149,29024,7074
Cyprus,2015,9,83627,10.76,,19.676.167.240,24718,7075
Cyprus,2015,7,67482,10.37,,19.676.167.240,24718,7076
Cyprus,2015,10,106371,9.4,,19.676.167.240,24718,7077
Cyprus,2015,5,58308,8.58,,19.676.167.240,24718,7078
Cyprus,2015,3,87902,3.41,,19.676.167.240,24718,7079
Cyprus,2015,2,70765,2.83,,19.676.167.240,24718,7080
Cyprus,2015,3,118975,2.52,,19.676.167.240,24718,7081
Cyprus,2015,1,58123,1.72,,19.676.167.240,24718,7082
Cyprus,2015,0,44693,0,,19.676.167.240,24718,7083
Cyprus,2015,0,29924,0,,19.676.167.240,24718,7084
Cyprus,2015,0,46906,0,,19.676.167.240,24718,7085
Cyprus,2015,0,22961,0,,19.676.167.240,24718,7086
Cyprus,2016,15,106925,14.03,,20.153.871.681,25098,7087
Cyprus,2016,5,58051,8.61,,20.153.871.681,25098,7088
Cyprus,2016,2,24004,8.33,,20.153.871.681,25098,7089
Cyprus,2016,7,85486,8.19,,20.153.871.681,25098,7090
Cyprus,2016,2,68167,2.93,,20.153.871.681,25098,7091
Cyprus,2016,3,117819,2.55,,20.153.871.681,25098,7092
Cyprus,2016,1,71307,1.4,,20.153.871.681,25098,7093
Cyprus,2016,1,90294,1.11,,20.153.871.681,25098,7094
Cyprus,2016,0,58057,0,,20.153.871.681,25098,7095
Cyprus,2016,0,31234,0,,20.153.871.681,25098,7096
Czech Republic,1990,198,179200,110.49,761,40.477.403.220,4168,7097
Czech Republic,1990,385,800800,48.08,761,40.477.403.220,4168,7098
Czech Republic,1990,571,1421800,40.16,761,40.477.403.220,4168,7099
Czech Republic,1990,129,364700,35.37,761,40.477.403.220,4168,7100
Czech Republic,1990,176,713900,24.65,761,40.477.403.220,4168,7101
Czech Republic,1990,196,1017200,19.27,761,40.477.403.220,4168,7102
Czech Republic,1990,99,783000,12.64,761,40.477.403.220,4168,7103
Czech Republic,1990,150,1426600,10.51,761,40.477.403.220,4168,7104
Czech Republic,1990,53,684200,7.75,761,40.477.403.220,4168,7105
Czech Republic,1990,34,747900,4.55,761,40.477.403.220,4168,7106
Czech Republic,1990,5,804100,0.62,761,40.477.403.220,4168,7107
Czech Republic,1990,1,767500,0.13,761,40.477.403.220,4168,7108
Czech Republic,1991,168,171200,98.13,,29.675.502.270,3070,7109
Czech Republic,1991,365,805100,45.34,,29.675.502.270,3070,7110
Czech Republic,1991,554,1432400,38.68,,29.675.502.270,3070,7111
Czech Republic,1991,104,352900,29.47,,29.675.502.270,3070,7112
Czech Republic,1991,176,693100,25.39,,29.675.502.270,3070,7113
Czech Republic,1991,171,1024900,16.68,,29.675.502.270,3070,7114
Czech Republic,1991,116,802000,14.46,,29.675.502.270,3070,7115
Czech Republic,1991,157,1443700,10.87,,29.675.502.270,3070,7116
Czech Republic,1991,45,668900,6.73,,29.675.502.270,3070,7117
Czech Republic,1991,33,766400,4.31,,29.675.502.270,3070,7118
Czech Republic,1991,14,771400,1.81,,29.675.502.270,3070,7119
Czech Republic,1991,1,735500,0.14,,29.675.502.270,3070,7120
Czech Republic,1992,165,161400,102.23,,34.590.052.812,3573,7121
Czech Republic,1992,394,811100,48.58,,34.590.052.812,3573,7122
Czech Republic,1992,623,1454300,42.84,,34.590.052.812,3573,7123
Czech Republic,1992,104,337800,30.79,,34.590.052.812,3573,7124
Czech Republic,1992,172,685500,25.09,,34.590.052.812,3573,7125
Czech Republic,1992,164,1035800,15.83,,34.590.052.812,3573,7126
Czech Republic,1992,122,825400,14.78,,34.590.052.812,3573,7127
Czech Republic,1992,164,1465300,11.19,,34.590.052.812,3573,7128
Czech Republic,1992,52,660200,7.88,,34.590.052.812,3573,7129
Czech Republic,1992,22,789000,2.79,,34.590.052.812,3573,7130
Czech Republic,1992,9,745800,1.21,,34.590.052.812,3573,7131
Czech Republic,1992,0,710300,0,,34.590.052.812,3573,7132
Czech Republic,1993,155,152300,101.77,,40.614.350.197,4186,7133
Czech Republic,1993,355,819300,43.33,,40.614.350.197,4186,7134
Czech Republic,1993,592,1472000,40.22,,40.614.350.197,4186,7135
Czech Republic,1993,110,322400,34.12,,40.614.350.197,4186,7136
Czech Republic,1993,159,682100,23.31,,40.614.350.197,4186,7137
Czech Republic,1993,139,847600,16.4,,40.614.350.197,4186,7138
Czech Republic,1993,155,1049400,14.77,,40.614.350.197,4186,7139
Czech Republic,1993,159,1482300,10.73,,40.614.350.197,4186,7140
Czech Republic,1993,46,655900,7.01,,40.614.350.197,4186,7141
Czech Republic,1993,35,810500,4.32,,40.614.350.197,4186,7142
Czech Republic,1993,12,722000,1.66,,40.614.350.197,4186,7143
Czech Republic,1993,0,687600,0,,40.614.350.197,4186,7144
Czech Republic,1994,150,148000,101.35,,47.554.674.591,4891,7145
Czech Republic,1994,333,825100,40.36,,47.554.674.591,4891,7146
Czech Republic,1994,522,1482500,35.21,,47.554.674.591,4891,7147
Czech Republic,1994,104,314000,33.12,,47.554.674.591,4891,7148
Czech Republic,1994,177,686000,25.8,,47.554.674.591,4891,7149
Czech Republic,1994,148,865700,17.1,,47.554.674.591,4891,7150
Czech Republic,1994,176,1057000,16.65,,47.554.674.591,4891,7151
Czech Republic,1994,177,1491800,11.86,,47.554.674.591,4891,7152
Czech Republic,1994,41,658900,6.22,,47.554.674.591,4891,7153
Czech Republic,1994,31,828100,3.74,,47.554.674.591,4891,7154
Czech Republic,1994,11,699800,1.57,,47.554.674.591,4891,7155
Czech Republic,1994,2,666800,0.3,,47.554.674.591,4891,7156
Czech Republic,1995,132,150800,87.53,785,59.775.697.061,6134,7157
Czech Republic,1995,524,1486300,35.26,785,59.775.697.061,6134,7158
Czech Republic,1995,280,828300,33.8,785,59.775.697.061,6134,7159
Czech Republic,1995,97,317400,30.56,785,59.775.697.061,6134,7160
Czech Republic,1995,180,695700,25.87,785,59.775.697.061,6134,7161
Czech Republic,1995,161,874900,18.4,785,59.775.697.061,6134,7162
Czech Republic,1995,150,1056900,14.19,785,59.775.697.061,6134,7163
Czech Republic,1995,138,1494200,9.24,785,59.775.697.061,6134,7164
Czech Republic,1995,35,837000,4.18,785,59.775.697.061,6134,7165
Czech Republic,1995,25,668100,3.74,785,59.775.697.061,6134,7166
Czech Republic,1995,7,683100,1.02,785,59.775.697.061,6134,7167
Czech Republic,1995,4,651600,0.61,785,59.775.697.061,6134,7168
Czech Republic,1996,140,157200,89.06,,66.985.765.439,6861,7169
Czech Republic,1996,488,1487000,32.82,,66.985.765.439,6861,7170
Czech Republic,1996,266,831800,31.98,,66.985.765.439,6861,7171
Czech Republic,1996,77,327500,23.51,,66.985.765.439,6861,7172
Czech Republic,1996,162,708200,22.87,,66.985.765.439,6861,7173
Czech Republic,1996,142,873600,16.25,,66.985.765.439,6861,7174
Czech Republic,1996,117,1054200,11.1,,66.985.765.439,6861,7175
Czech Republic,1996,117,1493000,7.84,,66.985.765.439,6861,7176
Czech Republic,1996,26,679400,3.83,,66.985.765.439,6861,7177
Czech Republic,1996,24,835700,2.87,,66.985.765.439,6861,7178
Czech Republic,1996,8,673700,1.19,,66.985.765.439,6861,7179
Czech Republic,1996,1,642600,0.16,,66.985.765.439,6861,7180
Czech Republic,1997,122,165300,73.81,,61.792.161.168,6314,7181
Czech Republic,1997,333,836100,39.83,,61.792.161.168,6314,7182
Czech Republic,1997,550,1487400,36.98,,61.792.161.168,6314,7183
Czech Republic,1997,165,724200,22.78,,61.792.161.168,6314,7184
Czech Republic,1997,61,340800,17.9,,61.792.161.168,6314,7185
Czech Republic,1997,136,865600,15.71,,61.792.161.168,6314,7186
Czech Republic,1997,106,1051400,10.08,,61.792.161.168,6314,7187
Czech Republic,1997,134,1492200,8.98,,61.792.161.168,6314,7188
Czech Republic,1997,32,693900,4.61,,61.792.161.168,6314,7189
Czech Republic,1997,21,828400,2.54,,61.792.161.168,6314,7190
Czech Republic,1997,5,666600,0.75,,61.792.161.168,6314,7191
Czech Republic,1997,1,634800,0.16,,61.792.161.168,6314,7192
Czech Republic,1998,127,173500,73.2,,66.490.372.105,6779,7193
Czech Republic,1998,554,1487500,37.24,,66.490.372.105,6779,7194
Czech Republic,1998,277,845700,32.75,,66.490.372.105,6779,7195
Czech Republic,1998,179,742300,24.11,,66.490.372.105,6779,7196
Czech Republic,1998,65,354800,18.32,,66.490.372.105,6779,7197
Czech Republic,1998,126,849600,14.83,,66.490.372.105,6779,7198
Czech Republic,1998,116,1053700,11.01,,66.490.372.105,6779,7199
Czech Republic,1998,110,1490700,7.38,,66.490.372.105,6779,7200
Czech Republic,1998,31,813700,3.81,,66.490.372.105,6779,7201
Czech Republic,1998,20,710600,2.81,,66.490.372.105,6779,7202
Czech Republic,1998,5,659000,0.76,,66.490.372.105,6779,7203
Czech Republic,1998,3,627200,0.48,,66.490.372.105,6779,7204
Czech Republic,1999,154,181079,85.05,,64.867.483.193,6606,7205
Czech Republic,1999,302,860656,35.09,,64.867.483.193,6606,7206
Czech Republic,1999,509,1488504,34.2,,64.867.483.193,6606,7207
Czech Republic,1999,173,761534,22.72,,64.867.483.193,6606,7208
Czech Republic,1999,68,368195,18.47,,64.867.483.193,6606,7209
Czech Republic,1999,144,824827,17.46,,64.867.483.193,6606,7210
Czech Republic,1999,94,1061220,8.86,,64.867.483.193,6606,7211
Czech Republic,1999,107,1488619,7.19,,64.867.483.193,6606,7212
Czech Republic,1999,32,728994,4.39,,64.867.483.193,6606,7213
Czech Republic,1999,24,790478,3.04,,64.867.483.193,6606,7214
Czech Republic,1999,3,648214,0.46,,64.867.483.193,6606,7215
Czech Republic,1999,0,616895,0,,64.867.483.193,6606,7216
Czech Republic,2000,137,187872,72.92,821,61.649.492.817,6278,7217
Czech Republic,2000,546,1490793,36.62,821,61.649.492.817,6278,7218
Czech Republic,2000,294,875298,33.59,821,61.649.492.817,6278,7219
Czech Republic,2000,174,783436,22.21,821,61.649.492.817,6278,7220
Czech Republic,2000,139,797534,17.43,821,61.649.492.817,6278,7221
Czech Republic,2000,63,380114,16.57,821,61.649.492.817,6278,7222
Czech Republic,2000,113,1069748,10.56,821,61.649.492.817,6278,7223
Czech Republic,2000,120,1487345,8.07,821,61.649.492.817,6278,7224
Czech Republic,2000,26,751117,3.46,821,61.649.492.817,6278,7225
Czech Republic,2000,25,763848,3.27,821,61.649.492.817,6278,7226
Czech Republic,2000,8,631794,1.27,821,61.649.492.817,6278,7227
Czech Republic,2000,4,600843,0.67,821,61.649.492.817,6278,7228
Czech Republic,2001,142,191730,74.06,,67.523.642.262,6863,7229
Czech Republic,2001,558,1489505,37.46,,67.523.642.262,6863,7230
Czech Republic,2001,285,897842,31.74,,67.523.642.262,6863,7231
Czech Republic,2001,172,809431,21.25,,67.523.642.262,6863,7232
Czech Republic,2001,133,779015,17.07,,67.523.642.262,6863,7233
Czech Republic,2001,57,387754,14.7,,67.523.642.262,6863,7234
Czech Republic,2001,129,1476998,8.73,,67.523.642.262,6863,7235
Czech Republic,2001,92,1084169,8.49,,67.523.642.262,6863,7236
Czech Republic,2001,30,772655,3.88,,67.523.642.262,6863,7237
Czech Republic,2001,19,745082,2.55,,67.523.642.262,6863,7238
Czech Republic,2001,4,617745,0.65,,67.523.642.262,6863,7239
Czech Republic,2001,2,586157,0.34,,67.523.642.262,6863,7240
Czech Republic,2002,140,196619,71.2,,81.910.771.994,8399,7241
Czech Republic,2002,518,1458286,35.52,,81.910.771.994,8399,7242
Czech Republic,2002,282,921139,30.61,,81.910.771.994,8399,7243
Czech Republic,2002,180,818936,21.98,,81.910.771.994,8399,7244
Czech Republic,2002,67,395065,16.96,,81.910.771.994,8399,7245
Czech Republic,2002,91,746413,12.19,,81.910.771.994,8399,7246
Czech Republic,2002,86,1105366,7.78,,81.910.771.994,8399,7247
Czech Republic,2002,108,1451319,7.44,,81.910.771.994,8399,7248
Czech Republic,2002,30,788166,3.81,,81.910.771.994,8399,7249
Czech Republic,2002,26,714488,3.64,,81.910.771.994,8399,7250
Czech Republic,2002,5,592734,0.84,,81.910.771.994,8399,7251
Czech Republic,2002,1,563932,0.18,,81.910.771.994,8399,7252
Czech Republic,2003,158,202317,78.1,,99.627.140.274,10220,7253
Czech Republic,2003,572,1441293,39.69,,99.627.140.274,10220,7254
Czech Republic,2003,307,949402,32.34,,99.627.140.274,10220,7255
Czech Republic,2003,206,842279,24.46,,99.627.140.274,10220,7256
Czech Republic,2003,74,403426,18.34,,99.627.140.274,10220,7257
Czech Republic,2003,116,726604,15.96,,99.627.140.274,10220,7258
Czech Republic,2003,127,1431458,8.87,,99.627.140.274,10220,7259
Czech Republic,2003,99,1129314,8.77,,99.627.140.274,10220,7260
Czech Republic,2003,29,810207,3.58,,99.627.140.274,10220,7261
Czech Republic,2003,22,694102,3.17,,99.627.140.274,10220,7262
Czech Republic,2003,6,573339,1.05,,99.627.140.274,10220,7263
Czech Republic,2003,3,544809,0.55,,99.627.140.274,10220,7264
Czech Republic,2004,121,208455,58.05,,119.162.172.468,12226,7265
Czech Republic,2004,540,1429901,37.76,,119.162.172.468,12226,7266
Czech Republic,2004,317,973192,32.57,,119.162.172.468,12226,7267
Czech Republic,2004,193,862649,22.37,,119.162.172.468,12226,7268
Czech Republic,2004,110,707587,15.55,,119.162.172.468,12226,7269
Czech Republic,2004,62,411827,15.05,,119.162.172.468,12226,7270
Czech Republic,2004,95,1150600,8.26,,119.162.172.468,12226,7271
Czech Republic,2004,99,1417483,6.98,,119.162.172.468,12226,7272
Czech Republic,2004,24,829828,2.89,,119.162.172.468,12226,7273
Czech Republic,2004,14,676084,2.07,,119.162.172.468,12226,7274
Czech Republic,2004,5,553266,0.9,,119.162.172.468,12226,7275
Czech Republic,2004,3,525775,0.57,,119.162.172.468,12226,7276
Czech Republic,2005,113,215366,52.47,847,136.280.689.891,13961,7277
Czech Republic,2005,516,1427262,36.15,847,136.280.689.891,13961,7278
Czech Republic,2005,347,998004,34.77,847,136.280.689.891,13961,7279
Czech Republic,2005,208,877897,23.69,847,136.280.689.891,13961,7280
Czech Republic,2005,85,695191,12.23,847,136.280.689.891,13961,7281
Czech Republic,2005,50,420901,11.88,847,136.280.689.891,13961,7282
Czech Republic,2005,109,1408555,7.74,847,136.280.689.891,13961,7283
Czech Republic,2005,82,1171511,7,847,136.280.689.891,13961,7284
Czech Republic,2005,33,841934,3.92,847,136.280.689.891,13961,7285
Czech Republic,2005,16,663458,2.41,847,136.280.689.891,13961,7286
Czech Republic,2005,4,534812,0.75,847,136.280.689.891,13961,7287
Czech Republic,2005,2,506842,0.39,847,136.280.689.891,13961,7288
Czech Republic,2006,125,222276,56.24,,155.463.807.113,15896,7289
Czech Republic,2006,459,1426930,32.17,,155.463.807.113,15896,7290
